,label,text
483,0,Watching tv lor...
186,0,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
2069,0,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
1998,0,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
1208,0,I need you to be in my strong arms...
4959,0,Why didn't u call on your lunch?
3980,0,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
2211,0,Just wanted to say holy shit you guys weren't kidding about this bud
1280,0,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
3297,0,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
2509,0,Ok...
3957,0,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
5129,0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
3888,0,Cab is available.they pick up and drop at door steps.
381,0,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
5007,0,ILL B DOWN SOON
3976,0,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
1939,0,Excellent! Are you ready to moan and scream in ecstasy?
600,0,I'm going out to buy mum's present ar.
127,0,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
2231,0,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
5032,0,Hey... Very inconvenient for your sis a not huh?
256,0,Don't necessarily expect it to be done before you get back though because I'm just now headin out
2945,1,We currently have a message awaiting your collection. To collect your message just call 08718723815.
5520,0,No. I dont want to hear anything
4434,0,Can u look 4 me in da lib i got stuff havent finish yet.
3961,0,I sent lanre fakeye's Eckankar details to the mail box
3613,0,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
1438,0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
3314,0,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
1990,0,The basket's gettin full so I might be by tonight
765,0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
1598,1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
160,1,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
3231,0,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
2420,1,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
2410,0,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
1475,0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
1191,0,We're done...
2023,1,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
3203,0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
1418,0,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
4843,0,"Awesome, that gonna be soon or later tonight?"
1213,0,"Yo, the game almost over? Want to go to walmart soon"
4352,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
2267,1,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
1040,0,They just talking thats it de. They wont any other.
5061,0,I think i am disturbing her da
3751,0,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
4359,1,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
630,1,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
754,0,When did you get to the library
1025,0,Hasn't that been the pattern recently crap weekends?
3618,0,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
1651,0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
4239,0,Lol wtf random. Btw is that your lunch break
3187,0,Happy birthday to you....dear.with lots of love.rakhesh NRI
3977,0,I wish u were here. I feel so alone
3370,0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
3056,1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
1441,0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
3862,1,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
3780,1,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
3588,0,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
5542,0,Armand says get your ass over to epsilon
1371,0,Hope you are feeling great. Pls fill me in. Abiola
122,0,here is my new address -apples&pairs&all that malarky
4303,0,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
3476,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
179,0,Text her. If she doesnt reply let me know so i can have her log in
2403,0,Oh oh... Wasted... Den muz chiong on sat n sun liao...
1567,0,I am late. I will be there at
1202,0,I know she called me
5095,0,K.k.this month kotees birthday know?
2007,0,Shopping lor. Them raining mah hard 2 leave orchard.
2115,1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
3621,0,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
4109,0,Pls send me your address sir.
3344,0,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
3953,0,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
356,0,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
2449,0,Do u knw dis no. &lt;#&gt; ?
5373,0,"K I'll head out in a few mins, see you there"
4414,0,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
4450,1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
5376,0,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
2903,0,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
5258,0,1 in cbe. 2 in chennai.
1555,0,Yeah we do totes. When u wanna?
1353,0,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
3759,0,Lol no ouch but wish i'd stayed out a bit longer
3448,0,Sitting ard nothing to do lor. U leh busy w work?
4715,0,Oops i thk i dun haf enuff... I go check then tell ü..
4694,0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
2941,1,You have 1 new message. Please call 08712400200.
1959,0,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
4436,1,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
4785,0,Indeed and by the way it was either or - not both !
831,1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
1891,0,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
3227,0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
98,0,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
1869,0,Today my system sh get ready.all is well and i am also in the deep well
1696,0,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
3145,0,"Haha I heard that, text me when you're around"
4703,0,Anytime...
503,0,Check with nuerologist.
4369,0,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
5487,1,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
2929,0,Anything...
569,0,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
3267,0,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
4451,0,"Awesome, be there in a minute"
4138,0,Just got to  &lt;#&gt;
2198,0,Bring it if you got it
2979,0,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
1396,0,Thats cool! I am a gentleman and will treat you with dignity and respect.
3832,0,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
1542,0,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
5004,1,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
2679,0,Was playng 9 doors game and gt racing on phone lol
2196,0,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance"
4547,0,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
1350,1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
549,0,Wait  &lt;#&gt;  min..
4221,0,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
2777,0,Send me your id and password
5380,0,Its sunny in california. The weather's just cool
3739,0,We stopped to get ice cream and will go back after
1684,0,Already am squatting is the new way of walking
371,0,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
1270,0,"Tee hee. Off to lecture, cheery bye bye."
1723,0,Thought praps you meant another one. Goodo! I'll look tomorrow 
2921,0,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
1302,0,I tot u reach liao. He said t-shirt.
502,0,When can ü come out?
1622,0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
497,0,Nope... Think i will go for it on monday... Sorry i replied so late
568,0,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
769,0,I cant pick the phone right now. Pls send a message
603,0,Speaking of does he have any cash yet?
5275,0,Oh yeah clearly it's my fault
501,0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
3202,0,Nice.nice.how is it working?
5060,1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
736,0,Then why no one talking to me
4503,0,Wot is u up 2 then bitch?
3860,1,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
4181,0,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
3032,0, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
4835,0,I hope your pee burns tonite.
1769,0,How. Its a little difficult but its a simple way to enter this place
4742,0,Many more happy returns of the day. I wish you happy birthday.
143,0,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
3298,1,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
3224,0,Well that must be a pain to catch
3325,0,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
665,0,Yes baby! We can study all the positions of the kama sutra ;)
972,0,"Haha awesome, omw back now then"
2454,0,How much she payed. Suganya.
387,0,Customer place i will call you.
5367,0,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
1045,1,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
2905,0,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
2218,0,* Will have two more cartons off u and is very pleased with shelves
4186,0,I'm good. Have you registered to vote?
1904,1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
3598,1,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
975,0,Eh u send wrongly lar...
1732,0,Lol. Well quality aint bad at all so i aint complaining
2757,0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
5178,1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
588,0,Pete can you please ring meive hardly gotany credit
4184,0,"Sorry, I'll call later in meeting"
1425,0,Yes.. now only saw your message..
1374,1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
2626,1,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
3169,0,Ugh hopefully the asus ppl dont randomly do a reformat.
3025,0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
2967,0,"Are you being good, baby? :)"
2683,0,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
974,0,what is your account number?
2870,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
3462,0,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
3754,0,Ya that one is slow as poo
733,0,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
2384,0,Your pussy is perfect!
2137,0,Well done and ! luv ya all 
5546,0,Ic. There are a lotta childporn cars then.
2889,0,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
5454,0,Im just wondering what your doing right now?
3931,0,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
604,0,Be happy there. I will come after noon
3808,0,Pls dont restrict her from eating anythin she likes for the next two days.
4686,0,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
4243,1,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
1649,0,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
4474,0,S but not able to sleep.
448,0,I wont get concentration dear you know you are my mind and everything :-)
3742,1,2/2 146tf150p
1135,0,U wake up already? Thanx 4 e tau sar piah it's quite nice.
3557,0,Ok lor. I'm in town now lei.
2716,0,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
22,0,So ü pay first lar... Then when is da stock comin...
1193,0,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
2040,0,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
2850,1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
5298,0,I.ll hand her my phone to chat wit u
2771,0,No problem. Talk to you later
322,0,Hey... Why dont we just go watch x men and have lunch... Haha 
2225,0,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor..."
1232,0,have got * few things to do. may be in * pub later.
589,0,Ya srsly better than yi tho
4119,0,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
326,0,No calls..messages..missed calls
3858,0,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
4803,0,Reverse is cheating. That is not mathematics.
4986,0,Dont let studying stress you out. L8r.
2761,0,I dont thnk its a wrong calling between us
3604,0,"I'm not sure, I was just checking out what was happening around the area"
823,1,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
2960,0,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
1271,0,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
3214,0,What's ur pin?
4746,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
3813,0,Yep then is fine 7.30 or 8.30 for ice age.
2364,1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
3942,1,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"
5570,0,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
4656,0,Our Prasanth ettans mother passed away last night. Just pray for her and family.
711,0,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
2764,0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2789,0,Ü got wat to buy tell us then ü no need to come in again.
1851,0,Then cant get da laptop? My matric card wif ü lei... 
1367,0,Bbq this sat at mine from 6ish. Ur welcome 2 come
1641,0,"Alright, we're all set here, text the man"
5153,0,Haven't left yet so probably gonna be here til dinner
1290,0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
3432,0,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
1776,0,Did u see what I posted on your Facebook?
2560,0,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
3690,0,You still coming tonight?
4971,0,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
2505,0,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
2399,0,YO YO YO BYATCH WHASSUP?
296,1,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
4080,0,O i played smash bros  &lt;#&gt;  religiously.
368,1,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
2370,0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
1554,0,Ok how you dear. Did you call chechi
180,0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
2357,0,No..he joined today itself.
4449,0,I sent them. Do you like?
5227,0,I re-met alex nichols from middle school and it turns out he's dealing!
4004,0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
1226,0,"sir, you will receive the account no another 1hr time. Sorry for the delay."
4,0,"Nah I don't think he goes to usf, he lives around here though"
510,0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
254,0,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
5323,0,Aah bless! How's your arm?
119,0,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
1308,1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
663,0,Sorry me going home first... Daddy come fetch ü later...
3153,1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
4472,0,Wa... U so efficient... Gee... Thanx...
2839,0,Were trying to find a Chinese food place around here
1612,0,645
359,0,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
5384,0,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X
1918,0,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
2468,0,Is there coming friday is leave for pongal?do you get any news from your work place.
2327,0,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
3591,0,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
3554,0,Din i tell u jus now 420
242,0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
5114,0,Argh why the fuck is nobody in town ;_;
434,0,Booked ticket for pongal?
5239,0,"Jay wants to work out first, how's 4 sound?"
1309,0,I jokin oni lar.. Ü busy then i wun disturb ü.
1720,0,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
3670,0,Yeah imma come over cause jay wants to do some drugs
3773,0,Does uncle timi help in clearing cars
5011,0,"By the way, 'rencontre' is to meet again. Mountains dont...."
2745,0,"Tick, tick, tick ... Babe"
4929,0,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
1817,0,Are you going to write ccna exam this week??
1932,0,What pa tell me.. I went to bath:-)
1028,0,Are you not around or just still asleep? :V
783,0,Beerage?
1185,0,"Yo, you around? Just got my car back"
2024,0,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
4053,0,"Ya ok, then had dinner?"
2376,0,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
4987,0,That's y u haf 2 keep me busy...
2831,0,Howz that persons story
2516,0,Bognor it is! Should be splendid at this time of year.
1626,0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
5399,0,And he's apparently bffs with carly quick now
341,0,Ok that's great thanx a lot.
1792,0,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
2693,1,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
4040,0,I cant pick the phone right now. Pls send a message
2637,0,Thank god they are in bed!
1195,0,Ok... C ya...
3921,1,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
5388,0,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
5091,0,No no. I will check all rooms befor activities
3775,0,Ok... But bag again..
5531,0,Compliments to you. Was away from the system. How your side.
2827,0,Ok lor...
4610,0,Y de asking like this.
5225,0,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
2666,0,R u meeting da ge at nite tmr?
2426,0,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
4007,0,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
2091,0,S:-)kallis wont play in first two odi:-)
4198,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
5085,0,Sorry i missed your call. Can you please call back.
4605,0,THANX 4 PUTTIN DA FONE DOWN ON ME!!
3427,0,Sure but since my parents will be working on Tuesday I don't really need a cover story
4883,0,As usual u can call me ard 10 smth.
2686,1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
1126,1,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
3183,0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
1100,0,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
3651,0,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
5427,1,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
4593,0,Right it wasnt you who phoned it was someone with a number like yours!
3849,0,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
409,0,Headin towards busetop
1240,0,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
1607,0,Ok no prob... I'll come after lunch then...
3940,0,Y ü wan to go there? C doctor?
3235,0,Yup ü not comin :-(
4162,1,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
3695,0,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
1049,0,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?
2925,0,Thts god's gift for birds as humans hav some natural gift frm god..
1390,0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
1061,0,I'm working technical support :)voice process.networking field.
5050,0,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
3073,0,Ok lor... But buy wat?
1354,0,"Goodnight, sleep well da please take care pa. Please."
2,1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
1532,0,Oh dang! I didn't mean o send that to you! Lol!
